country,iso_code,year,population,gdp,greenhouse_gas_emissions,primary_energy_consumption,energy_per_gdp,GDP_per_capita
United Kingdom,GBR,2020,67059472.0,1440680213848.64,75.61,1973.261,1.3696731453877758e-09,21483.62
United States,USA,2000,282398560.0,8034047000979.2,2025.02,26545.426,3.3041163434523857e-09,28449.32
United States,USA,2001,285470496.0,8120025557602.561,1995.67,25912.779,3.1912188965635167e-09,28444.36
United States,USA,2002,288350240.0,8271303566380.8,2024.93,26297.848,3.179407911818054e-09,28684.92
United States,USA,2003,291109824.0,8511457389719.04,2058.23,26380.113,3.0993649844108304e-09,29237.96
United States,USA,2004,293947872.0,8837736777275.52,2089.92,26897.549,3.04348835882527e-09,30065.66
United States,USA,2005,296842656.0,9138627691881.6,2140.76,26910.133,2.944657984470241e-09,30786.1
United States,USA,2006,299753088.0,9383410716134.4,2112.2,26698.119,2.84524676662545e-09,31303.8
United States,USA,2007,302743392.0,9554351366542.08,2174.72,27063.787,2.8326137444320254e-09,31559.239999999998
United States,USA,2008,305694912.0,9528852785341.44,2129.42,26405.514,2.7711115487711707e-09,31171.12
United States,USA,2009,308512032.0,9267966761627.52,1955.17,25105.531,2.708849917755995e-09,30040.86
United States,USA,2010,311182848.0,9505248130897.92,2062.47,25951.863,2.7302667581754587e-09,30545.54
United States,USA,2011,313876608.0,9666928711488.0,1979.51,25726.066,2.6612450311573742e-09,30798.5
United States,USA,2012,316651328.0,9901788354984.959,1901.0,25047.863,2.5296302144642284e-09,31270.32
United States,USA,2013,319375168.0,10100820950805.76,1908.65,25727.75,2.5470949465694323e-09,31626.82
United States,USA,2014,322033952.0,10341843419281.28,1914.11,25996.219,2.5136929603413627e-09,32114.14
United States,USA,2015,324607776.0,10627970209704.959,1828.25,25747.033,2.422572936503814e-09,32740.96
United States,USA,2016,327210208.0,10813191403896.96,1755.35,25723.152,2.3788677217652546e-09,33046.62
United States,USA,2017,329791232.0,11072489973063.68,1688.94,25819.029,2.3318177810782026e-09,33574.24
United States,USA,2018,332140032.0,11419671794227.2,1731.3,26764.953,2.3437585144548597e-09,34382.1
United States,USA,2019,334319680.0,11704792766150.4,1633.31,26574.742,2.270415421352239e-09,35010.78
United States,USA,2020,335942016.0,11326278350599.682,1493.52,24603.098,2.1722137880089593e-09,33714.98
